"","word","sentiment","n"
"1167","insurmountable","negative",2
"1168","integral","positive",2
"1169","integrated","positive",2
"1170","interfere","negative",2
"1171","irate","negative",2
"1172","irony","negative",2
"1173","irregular","negative",2
"1174","joker","negative",2
"1175","killer","negative",2
"1176","knock","negative",2
"1177","lacking","negative",2
"1178","lame","negative",2
"1179","leaking","negative",2
"1180","lemon","negative",2
"1181","lethal","negative",2
"1182","loneliness","negative",2
"1183","lonely","negative",2
"1184","loot","negative",2
"1185","loses","negative",2
"1186","lover","positive",2
"1187","malicious","negative",2
"1188","meaningful","positive",2
"1189","messed","negative",2
"1190","mindless","negative",2
"1191","miracles","positive",2
"1192","mislead","negative",2
"1193","misunderstanding","negative",2
"1194","mocked","negative",2
"1195","nastiness","negative",2
"1196","naughty","negative",2
"1197","needlessly","negative",2
"1198","negligent","negative",2
"1199","nervous","negative",2
"1200","noise","negative",2
"1201","nurturing","positive",2
"1202","odd","negative",2
"1203","offender","negative",2
"1204","optimism","positive",2
"1205","outrage","negative",2
"1206","overloaded","negative",2
"1207","pan","negative",2
"1208","paramount","positive",2
"1209","pariah","negative",2
"1210","passion","positive",2
"1211","passionate","positive",2
"1212","patriot","positive",2
"1213","perfectly","positive",2
"1214","perish","negative",2
"1215","pervasive","negative",2
"1216","petty","negative",2
"1217","pig","negative",2
"1218","pigs","negative",2
"1219","pinch","negative",2
"1220","pleasant","positive",2
"1221","prestigious","positive",2
"1222","pretend","negative",2
"1223","problematic","negative",2
"1224","productively","positive",2
"1225","prosperity","positive",2
"1226","provoke","negative",2
"1227","qualified","positive",2
"1228","randomly","negative",2
"1229","rants","negative",2
"1230","rape","negative",2
"1231","recklessly","negative",2
"1232","recommendation","positive",2
"1233","reforming","positive",2
"1234","reforms","positive",2
"1235","refresh","positive",2
"1236","regard","positive",2
"1237","rejecting","negative",2
"1238","resigned","negative",2
"1239","restrict","negative",2
"1240","revelation","positive",2
"1241","rift","negative",2
"1242","rot","negative",2
"1243","rubbish","negative",2
"1244","ruin","negative",2
"1245","rumours","negative",2
"1246","sack","negative",2
"1247","sane","positive",2
"1248","sarcasm","negative",2
"1249","satisfy","positive",2
"1250","savings","positive",2
"1251","scandalous","negative",2
"1252","scrambles","negative",2
"1253","scrambling","negative",2
"1254","screwed","negative",2
"1255","senseless","negative",2
"1256","seriousness","negative",2
"1257","sickness","negative",2
"1258","sincerely","positive",2
"1259","sink","negative",2
"1260","skill","positive",2
"1261","slaughter","negative",2
"1262","slaves","negative",2
"1263","slowest","negative",2
"1264","smash","negative",2
"1265","smooth","positive",2
"1266","sneak","negative",2
"1267","sob","negative",2
"1268","spade","negative",2
"1269","speedy","positive",2
"1270","splitting","negative",2
"1271","stall","negative",2
"1272","startling","negative",2
"1273","stern","negative",2
"1274","stifle","negative",2
"1275","stooge","negative",2
"1276","streamlined","positive",2
"1277","stunt","negative",2
"1278","sublime","positive",2
"1279","succeeded","positive",2
"1280","succeeding","positive",2
"1281","sucked","negative",2
"1282","sucks","negative",2
"1283","sued","negative",2
"1284","sues","negative",2
"1285","sufficient","positive",2
"1286","suitable","positive",2
"1287","supremacy","positive",2
"1288","swamped","negative",2
"1289","tantrum","negative",2
"1290","testy","negative",2
"1291","threesome","negative",2
"1292","thrilled","positive",2
"1293","thriving","positive",2
"1294","tiresome","negative",2
"1295","togetherness","positive",2
"1296","torture","negative",2
"1297","touted","negative",2
"1298","touts","negative",2
"1299","treasure","positive",2
"1300","tricky","negative",2
"1301","troubles","negative",2
"1302","trustworthy","positive",2
"1303","turbulent","negative",2
"1304","uglier","negative",2
"1305","unavailable","negative",2
"1306","uncomfortable","negative",2
"1307","unequal","negative",2
"1308","unfit","negative",2
"1309","unfortunate","negative",2
"1310","uninsured","negative",2
"1311","unjustified","negative",2
"1312","unparalleled","positive",2
"1313","unpredictable","negative",2
"1314","unproven","negative",2
"1315","unreasonable","negative",2
"1316","unsustainable","negative",2
"1317","untimely","negative",2
"1318","untrue","negative",2
"1319","unwell","negative",2
"1320","uplift","positive",2
"1321","vent","negative",2
"1322","versatile","positive",2
"1323","victorious","positive",2
"1324","vivid","positive",2
"1325","warm","positive",2
"1326","wary","negative",2
"1327","wasting","negative",2
"1328","weaken","negative",2
"1329","whine","negative",2
"1330","whoa","positive",2
"1331","wisely","positive",2
"1332","woeful","negative",2
"1333","wonders","positive",2
"1334","woo","positive",2
"1335","worn","negative",2
"1336","worthless","negative",2
"1337","worthwhile","positive",2
"1338","wreak","negative",2
"1339","zap","negative",2
"1340","abrasive","negative",1
"1341","absentee","negative",1
"1342","abused","negative",1
"1343","abusive","negative",1
"1344","abysmally","negative",1
"1345","accidental","negative",1
"1346","acclaim","positive",1
"1347","acclaimed","positive",1
"1348","accolades","positive",1
"1349","accusation","negative",1
"1350","accusations","negative",1
"1351","accuse","negative",1
"1352","ache","negative",1
"1353","achievement","positive",1
"1354","adamant","negative",1
"1355","adaptable","positive",1
"1356","adaptive","positive",1
"1357","addicted","negative",1
"1358","admirable","positive",1
"1359","admonition","negative",1
"1360","adorable","positive",1
"1361","adverse","negative",1
"1362","affluent","positive",1
"1363","aggravate","negative",1
"1364","agility","positive",1
"1365","ailment","negative",1
"1366","allergic","negative",1
"1367","amazed","positive",1
"1368","amazingly","positive",1
"1369","angrily","negative",1
"1370","annoying","negative",1
"1371","appalled","negative",1
"1372","ardent","positive",1
"1373","aspire","positive",1
"1374","attractive","positive",1
"1375","authoritative","positive",1
"1376","aversion","negative",1
"1377","avidly","positive",1
"1378","barbaric","negative",1
"1379","bargain","positive",1
"1380","bashed","negative",1
"1381","bashing","negative",1
"1382","battered","negative",1
"1383","battering","negative",1
"1384","benevolence","positive",1
"1385","benifits","positive",1
"1386","bereavement","negative",1
"1387","berserk","negative",1
"1388","betray","negative",1
"1389","betrayal","negative",1
"1390","bewilderment","negative",1
"1391","bicker","negative",1
"1392","biting","negative",1
"1393","bitter","negative",1
"1394","bizarre","negative",1
"1395","blackmail","negative",1
"1396","blatantly","negative",1
"1397","blind","negative",1
"1398","blinding","negative",1
"1399","bliss","positive",1
"1400","blurring","negative",1
"1401","blurry","negative",1
"1402","bogus","negative",1
"1403","boiling","negative",1
"1404","bonuses","positive",1
"1405","bored","negative",1
"1406","boredom","negative",1
"1407","boundless","positive",1
"1408","brat","negative",1
"1409","breakthrough","positive",1
"1410","breathlessness","positive",1
"1411","breeze","positive",1
"1412","brutality","negative",1
"1413","brutally","negative",1
"1414","bump","negative",1
"1415","bungle","negative",1
"1416","burns","negative",1
"1417","calming","positive",1
"1418","cancerous","negative",1
"1419","captivating","positive",1
"1420","cataclysm","negative",1
"1421","catastrophically","negative",1
"1422","cautionary","negative",1
"1423","cave","negative",1
"1424","champ","positive",1
"1425","charisma","positive",1
"1426","charitable","positive",1
"1427","chatter","negative",1
"1428","cheats","negative",1
"1429","cherish","positive",1
"1430","childish","negative",1
"1431","chill","negative",1
"1432","civility","positive",1
"1433","classy","positive",1
"1434","clears","positive",1
"1435","clever","positive",1
"1436","cleverly","positive",1
"1437","clogs","negative",1
"1438","cloudy","negative",1
"1439","coercion","negative",1
"1440","coercive","negative",1
"1441","coherent","positive",1
"1442","combative","negative",1
"1443","comfortably","positive",1
"1444","comforting","positive",1
"1445","comical","negative",1
"1446","competitive","positive",1
"1447","complicit","negative",1
"1448","conceded","negative",1
"1449","condemned","negative",1
"1450","condemns","negative",1
"1451","confined","negative",1
"1452","confounding","negative",1
"1453","confrontational","negative",1
"1454","confuse","negative",1
"1455","confuses","negative",1
"1456","confusions","negative",1
"1457","cons","negative",1
"1458","consistently","positive",1
"1459","conspiracies","negative",1
"1460","conspiratorial","negative",1
"1461","conspire","negative",1
"1462","contempt","negative",1
"1463","contend","negative",1
"1464","contentious","negative",1
"1465","coolest","positive",1
"1466","cooperative","positive",1
"1467","courageous","positive",1
"1468","covenant","positive",1
"1469","cozy","positive",1
"1470","cramped","negative",1
"1471","crappy","negative",1
"1472","crass","negative",1
"1473","crazily","negative",1
"1474","craziness","negative",1
"1475","credible","positive",1
"1476","crippled","negative",1
"1477","crippling","negative",1
"1478","criticisms","negative",1
"1479","cronyism","negative",1
"1480","crook","negative",1
"1481","culpable","negative",1
"1482","culprit","negative",1
"1483","cumbersome","negative",1
"1484","curse","negative",1
"1485","damning","negative",1
"1486","darling","positive",1
"1487","debacle","negative",1
"1488","debilitating","negative",1
"1489","deceitful","negative",1
"1490","deception","negative",1
"1491","defective","negative",1
"1492","deficiencies","negative",1
"1493","deficient","negative",1
"1494","degradation","negative",1
"1495","degrading","negative",1
"1496","delicate","positive",1
"1497","delightfully","positive",1
"1498","delinquency","negative",1
"1499","delirium","negative",1
"1500","delusion","negative",1
"1501","delusions","negative",1
"1502","demean","negative",1
"1503","demise","negative",1
"1504","demonic","negative",1
"1505","dense","negative",1
"1506","depressed","negative",1
"1507","desert","negative",1
"1508","desperation","negative",1
"1509","destitute","negative",1
"1510","destructive","negative",1
"1511","devastated","negative",1
"1512","devastates","negative",1
"1513","diametrically","negative",1
"1514","dignified","positive",1
"1515","dilapidated","negative",1
"1516","dirtbags","negative",1
"1517","disable","negative",1
"1518","disagreed","negative",1
"1519","disapproval","negative",1
"1520","disclaim","negative",1
"1521","discomfort","negative",1
"1522","discouraging","negative",1
"1523","disgust","negative",1
"1524","dishonest","negative",1
"1525","disingenuous","negative",1
"1526","dislikes","negative",1
"1527","dismal","negative",1
"1528","disparaging","negative",1
"1529","displaced","negative",1
"1530","disrespect","negative",1
"1531","disrespecting","negative",1
"1532","disruptive","negative",1
"1533","diss","negative",1
"1534","dissent","negative",1
"1535","dissidents","negative",1
"1536","dissonance","negative",1
"1537","distraught","negative",1
"1538","distressed","negative",1
"1539","divisiveness","negative",1
"1540","dominated","positive",1
"1541","downer","negative",1
"1542","downfall","negative",1
"1543","downturns","negative",1
"1544","draconian","negative",1
"1545","drained","negative",1
"1546","drastic","negative",1
"1547","drastically","negative",1
"1548","dripping","negative",1
"1549","drips","negative",1
"1550","drought","negative",1
"1551","drowning","negative",1
"1552","dumbfounded","positive",1
"1553","dungeons","negative",1
"1554","dusty","negative",1
"1555","eagerly","positive",1
"1556","easiest","positive",1
"1557","economical","positive",1
"1558","elevate","positive",1
"1559","elimination","negative",1
"1560","eloquent","positive",1
"1561","embattled","negative",1
"1562","embolden","positive",1
"1563","embroiled","negative",1
"1564","eminent","positive",1
"1565","endanger","negative",1
"1566","energize","positive",1
"1567","engulf","negative",1
"1568","enlightenment","positive",1
"1569","enslave","negative",1
"1570","enthusiastically","positive",1
"1571","envious","negative",1
"1572","envious","positive",1
"1573","error","negative",1
"1574","erudite","positive",1
"1575","evade","negative",1
"1576","exalt","positive",1
"1577","excel","positive",1
"1578","excellence","positive",1
"1579","excoriate","negative",1
"1580","excruciating","negative",1
"1581","exemplar","positive",1
"1582","exhaustion","negative",1
"1583","exorbitant","negative",1
"1584","expel","negative",1
"1585","explode","negative",1
"1586","explosive","negative",1
"1587","extermination","negative",1
"1588","extortion","negative",1
"1589","extremists","negative",1
"1590","fallacy","negative",1
"1591","falsehood","negative",1
"1592","falsely","negative",1
"1593","faltered","negative",1
"1594","fame","positive",1
"1595","famed","positive",1
"1596","famine","negative",1
"1597","fanatical","negative",1
"1598","farcical","negative",1
"1599","fascism","negative",1
"1600","fashionable","positive",1
"1601","fatally","negative",1
"1602","faults","negative",1
"1603","favorable","positive",1
"1604","favored","positive",1
"1605","fearful","negative",1
"1606","fearlessly","positive",1
"1607","feasible","positive",1
"1608","feat","positive",1
"1609","feckless","negative",1
"1610","feeble","negative",1
"1611","felon","negative",1
"1612","fevers","negative",1
"1613","fiasco","negative",1
"1614","finer","positive",1
"1615","fist","negative",1
"1616","flagrant","negative",1
"1617","flawless","positive",1
"1618","flaws","negative",1
"1619","fleeing","negative",1
"1620","flickering","negative",1
"1621","flimflam","negative",1
"1622","fooled","negative",1
"1623","foremost","positive",1
"1624","forged","negative",1
"1625","formidable","positive",1
"1626","forsake","negative",1
"1627","fortunately","positive",1
"1628","frail","negative",1
"1629","fraudulent","negative",1
"1630","freak","negative",1
"1631","frost","negative",1
"1632","frustrating","negative",1
"1633","fulfillment","positive",1
"1634","fury","negative",1
"1635","fuss","negative",1
"1636","gaining","positive",1
"1637","gem","positive",1
"1638","gifted","positive",1
"1639","glee","positive",1
"1640","gloomy","negative",1
"1641","glow","positive",1
"1642","glowing","positive",1
"1643","glut","negative",1
"1644","goof","negative",1
"1645","goon","negative",1
"1646","gorgeous","positive",1
"1647","graft","negative",1
"1648","grate","negative",1
"1649","gravely","negative",1
"1650","grieving","negative",1
"1651","grind","negative",1
"1652","grotesque","negative",1
"1653","groundbreaking","positive",1
"1654","hacks","negative",1
"1655","hallmark","positive",1
"1656","hamper","negative",1
"1657","haphazard","negative",1
"1658","happier","positive",1
"1659","harassed","negative",1
"1660","harmed","negative",1
"1661","hasty","negative",1
"1662","hated","negative",1
"1663","headaches","negative",1
"1664","heartbreakingly","negative",1
"1665","heavenly","positive",1
"1666","hefty","negative",1
"1667","hegemony","negative",1
"1668","heinous","negative",1
"1669","helpless","negative",1
"1670","heresy","negative",1
"1671","heros","positive",1
"1672","hesitant","negative",1
"1673","hideous","negative",1
"1674","hissing","negative",1
"1675","hollow","negative",1
"1676","honesty","positive",1
"1677","hostile","negative",1
"1678","hum","negative",1
"1679","humility","positive",1
"1680","hung","negative",1
"1681","hurtful","negative",1
"1682","hypocrites","negative",1
"1683","hysterical","negative",1
"1684","idiotic","negative",1
"1685","idol","positive",1
"1686","illiterate","negative",1
"1687","illogical","negative",1
"1688","illuminate","positive",1
"1689","illuminating","positive",1
"1690","illusion","negative",1
"1691","imbalance","negative",1
"1692","impaired","negative",1
"1693","impartial","positive",1
"1694","impatience","negative",1
"1695","impeach","negative",1
"1696","imperialist","negative",1
"1697","impoverished","negative",1
"1698","imprison","negative",1
"1699","improper","negative",1
"1700","improvement","positive",1
"1701","improvements","positive",1
"1702","improves","positive",1
"1703","inadequately","negative",1
"1704","incessant","negative",1
"1705","incoherent","negative",1
"1706","inconvenience","negative",1
"1707","incorrect","negative",1
"1708","indebted","positive",1
"1709","indefensible","negative",1
"1710","indiscriminate","negative",1
"1711","indulgent","positive",1
"1712","ineffectually","negative",1
"1713","inefficiency","negative",1
"1714","inefficient","negative",1
"1715","inexcusable","negative",1
"1716","infallible","positive",1
"1717","infested","negative",1
"1718","inflame","negative",1
"1719","inflammation","negative",1
"1720","inflict","negative",1
"1721","influential","positive",1
"1722","infuriated","negative",1
"1723","infuriating","negative",1
"1724","inhuman","negative",1
"1725","injury","negative",1
"1726","insatiable","negative",1
"1727","insensitive","negative",1
"1728","insidious","negative",1
"1729","insinuation","negative",1
"1730","inspirational","positive",1
"1731","instantly","positive",1
"1732","instigate","negative",1
"1733","instrumental","positive",1
"1734","insubordinate","negative",1
"1735","insufferable","negative",1
"1736","insults","negative",1
"1737","interference","negative",1
"1738","interruption","negative",1
"1739","intimacy","positive",1
"1740","intimate","positive",1
"1741","intimidating","negative",1
"1742","intimidation","negative",1
"1743","intricate","positive",1
"1744","intrigue","positive",1
"1745","intrusive","negative",1
"1746","invader","negative",1
"1747","invaluable","positive",1
"1748","inventive","positive",1
"1749","ire","negative",1
"1750","ironic","negative",1
"1751","irrational","negative",1
"1752","irrationality","negative",1
"1753","irritable","negative",1
"1754","itch","negative",1
"1755","jaded","negative",1
"1756","jealousy","negative",1
"1757","jeopardize","negative",1
"1758","joyful","positive",1
"1759","joyfully","positive",1
"1760","junk","negative",1
"1761","keen","positive",1
"1762","knife","negative",1
"1763","knowledgeable","positive",1
"1764","lackey","negative",1
"1765","lackeys","negative",1
"1766","lacks","negative",1
"1767","lag","negative",1
"1768","lagging","negative",1
"1769","lags","negative",1
"1770","lapse","negative",1
"1771","latency","negative",1
"1772","lawfully","positive",1
"1773","layoff","negative",1
"1774","leak","negative",1
"1775","leakage","negative",1
"1776","legendary","positive",1
"1777","liking","positive",1
"1778","logical","positive",1
"1779","louder","negative",1
"1780","lousy","negative",1
"1781","loyal","positive",1
"1782","ludicrous","negative",1
"1783","lull","negative",1
"1784","lurking","negative",1
"1785","macabre","negative",1
"1786","madman","negative",1
"1787","magnificent","positive",1
"1788","malevolent","negative",1
"1789","malignant","negative",1
"1790","mania","negative",1
"1791","maniac","negative",1
"1792","maniacal","negative",1
"1793","manipulate","negative",1
"1794","masterpieces","positive",1
"1795","meanness","negative",1
"1796","melancholy","negative",1
"1797","menace","negative",1
"1798","merry","positive",1
"1799","messy","negative",1
"1800","mighty","positive",1
"1801","miscreant","negative",1
"1802","miserable","negative",1
"1803","miserably","negative",1
"1804","misery","negative",1
"1805","misgivings","negative",1
"1806","misinform","negative",1
"1807","misses","negative",1
"1808","mistakenly","negative",1
"1809","mistress","negative",1
"1810","misuse","negative",1
"1811","modesty","positive",1
"1812","monster","negative",1
"1813","monumental","positive",1
"1814","morality","positive",1
"1815","morbidly","negative",1
"1816","mortification","negative",1
"1817","mundane","negative",1
"1818","murderous","negative",1
"1819","mysteriously","negative",1
"1820","nag","negative",1
"1821","nifty","positive",1
"1822","nimble","positive",1
"1823","noisy","negative",1
"1824","nourishing","positive",1
"1825","obese","negative",1
"1826","object","negative",1
"1827","obsessive","negative",1
"1828","obstructed","negative",1
"1829","offenses","negative",1
"1830","ominous","negative",1
"1831","opportunistic","negative",1
"1832","oppose","negative",1
"1833","outcry","negative",1
"1834","outperform","positive",1
"1835","outrageous","negative",1
"1836","outsider","negative",1
"1837","overpriced","negative",1
"1838","overstate","negative",1
"1839","overstated","negative",1
"1840","overtaken","positive",1
"1841","overtook","positive",1
"1842","overweight","negative",1
"1843","overwhelmingly","negative",1
"1844","overzealous","negative",1
"1845","painful","negative",1
"1846","painfully","negative",1
"1847","painlessly","positive",1
"1848","pains","negative",1
"1849","paltry","negative",1
"1850","panders","negative",1
"1851","pardon","positive",1
"1852","patriotic","positive",1
"1853","peaceful","positive",1
"1854","peculiar","negative",1
"1855","peeled","negative",1
"1856","penalize","negative",1
"1857","peps","positive",1
"1858","peril","negative",1
"1859","persevere","positive",1
"1860","perverted","negative",1
"1861","pessimistic","negative",1
"1862","pest","negative",1
"1863","pestilent","negative",1
"1864","pitiful","negative",1
"1865","pittance","negative",1
"1866","pity","negative",1
"1867","pleas","negative",1
"1868","pleasurable","positive",1
"1869","pleasure","positive",1
"1870","ploy","negative",1
"1871","poignant","positive",1
"1872","poisonous","negative",1
"1873","polite","positive",1
"1874","politeness","positive",1
"1875","pompous","negative",1
"1876","portable","positive",1
"1877","posh","positive",1
"1878","positively","positive",1
"1879","predatory","negative",1
"1880","preferably","positive",1
"1881","prefers","positive",1
"1882","premeditated","negative",1
"1883","pretense","negative",1
"1884","priceless","positive",1
"1885","procrastination","negative",1
"1886","prolific","positive",1
"1887","prominent","positive",1
"1888","promptly","positive",1
"1889","prosper","positive",1
"1890","protracted","negative",1
"1891","providence","positive",1
"1892","provocative","negative",1
"1893","prudence","positive",1
"1894","punk","negative",1
"1895","puppets","negative",1
"1896","queer","negative",1
"1897","quicker","positive",1
"1898","rabid","negative",1
"1899","radically","negative",1
"1900","ragged","negative",1
"1901","rampant","negative",1
"1902","raped","negative",1
"1903","rash","negative",1
"1904","rational","positive",1
"1905","ravage","negative",1
"1906","raving","negative",1
"1907","readily","positive",1
"1908","reassurance","positive",1
"1909","rebellious","negative",1
"1910","recklessness","negative",1
"1911","reconciliation","positive",1
"1912","redundancy","negative",1
"1913","redundant","negative",1
"1914","refreshing","positive",1
"1915","refusal","negative",1
"1916","refutes","negative",1
"1917","refuting","negative",1
"1918","regrets","negative",1
"1919","rejoice","positive",1
"1920","relapse","negative",1
"1921","relent","positive",1
"1922","relentlessly","negative",1
"1923","reluctance","negative",1
"1924","remarkably","positive",1
"1925","remorse","negative",1
"1926","renewed","positive",1
"1927","reprehensible","negative",1
"1928","resent","negative",1
"1929","resourceful","positive",1
"1930","restriction","negative",1
"1931","restrictive","negative",1
"1932","restructuring","positive",1
"1933","revenge","negative",1
"1934","revert","negative",1
"1935","revolt","negative",1
"1936","rewarding","positive",1
"1937","rhetorical","negative",1
"1938","ridiculously","negative",1
"1939","rifts","negative",1
"1940","righteous","positive",1
"1941","righteousness","positive",1
"1942","rightly","positive",1
"1943","riled","negative",1
"1944","ripped","negative",1
"1945","rockstars","positive",1
"1946","rumbling","negative",1
"1947","rumor","negative",1
"1948","rusty","negative",1
"1949","sadden","negative",1
"1950","satisfactory","positive",1
"1951","satisfied","positive",1
"1952","savage","negative",1
"1953","scandals","negative",1
"1954","scar","negative",1
"1955","scarce","negative",1
"1956","scariest","negative",1
"1957","scathing","negative",1
"1958","scolding","negative",1
"1959","scorching","negative",1
"1960","scornfully","negative",1
"1961","scramble","negative",1
"1962","scream","negative",1
"1963","seasoned","positive",1
"1964","securely","positive",1
"1965","senile","negative",1
"1966","sensational","positive",1
"1967","serenity","positive",1
"1968","servitude","negative",1
"1969","setback","negative",1
"1970","setbacks","negative",1
"1971","sexy","positive",1
"1972","shady","negative",1
"1973","shaky","negative",1
"1974","sharpest","positive",1
"1975","shoddy","negative",1
"1976","shunned","negative",1
"1977","sickening","negative",1
"1978","silly","negative",1
"1979","simplistic","negative",1
"1980","sinking","negative",1
"1981","slack","negative",1
"1982","slander","negative",1
"1983","slap","negative",1
"1984","slave","negative",1
"1985","slog","negative",1
"1986","slur","negative",1
"1987","smokescreen","negative",1
"1988","smug","negative",1
"1989","snappy","positive",1
"1990","sneaky","negative",1
"1991","sneering","negative",1
"1992","solace","positive",1
"1993","solicitous","positive",1
"1994","soothe","positive",1
"1995","spectacular","positive",1
"1996","spew","negative",1
"1997","spews","negative",1
"1998","spoil","negative",1
"1999","spotless","positive",1
"2000","squeals","negative",1
"2001","stabilize","positive",1
"2002","static","negative",1
"2003","steadfast","positive",1
"2004","steep","negative",1
"2005","sticky","negative",1
"2006","stiff","negative",1
"2007","stinks","negative",1
"2008","stolen","negative",1
"2009","strained","negative",1
"2010","straining","negative",1
"2011","strangely","negative",1
"2012","stranger","negative",1
"2013","strangle","negative",1
"2014","stresses","negative",1
"2015","striking","positive",1
"2016","stringent","negative",1
"2017","striving","positive",1
"2018","struggled","negative",1
"2019","stubborn","negative",1
"2020","stumble","negative",1
"2021","stumbled","negative",1
"2022","stupendous","positive",1
"2023","stupidest","negative",1
"2024","stupidly","negative",1
"2025","sturdy","positive",1
"2026","subservience","negative",1
"2027","substantive","positive",1
"2028","sufferer","negative",1
"2029","sufferers","negative",1
"2030","suffice","positive",1
"2031","sunk","negative",1
"2032","surmount","positive",1
"2033","surreal","positive",1
"2034","suspicion","negative",1
"2035","suspicious","negative",1
"2036","sweeping","positive",1
"2037","swindle","negative",1
"2038","tacky","negative",1
"2039","talented","positive",1
"2040","talents","positive",1
"2041","tanked","negative",1
"2042","tanks","negative",1
"2043","tedious","negative",1
"2044","tense","negative",1
"2045","tentative","negative",1
"2046","terrific","positive",1
"2047","terror","negative",1
"2048","thrift","positive",1
"2049","timid","negative",1
"2050","totalitarian","negative",1
"2051","tramp","negative",1
"2052","trap","negative",1
"2053","travesty","negative",1
"2054","treacherous","negative",1
"2055","trick","negative",1
"2056","troubled","negative",1
"2057","troubling","negative",1
"2058","trusting","positive",1
"2059","truthful","positive",1
"2060","turmoil","negative",1
"2061","twisted","negative",1
"2062","tyrannical","negative",1
"2063","tyranny","negative",1
"2064","uncivilized","negative",1
"2065","unconditional","positive",1
"2066","unconstitutional","negative",1
"2067","underlings","negative",1
"2068","undermines","negative",1
"2069","undermining","negative",1
"2070","unease","negative",1
"2071","unexpected","negative",1
"2072","unexpectedly","negative",1
"2073","unexplained","negative",1
"2074","unfairly","negative",1
"2075","unfazed","positive",1
"2076","unforeseen","negative",1
"2077","unfriendly","negative",1
"2078","unhappiness","negative",1
"2079","unhappy","negative",1
"2080","unimaginable","negative",1
"2081","unimaginably","negative",1
"2082","unjust","negative",1
"2083","unjustifiably","negative",1
"2084","unlimited","positive",1
"2085","unnoticed","negative",1
"2086","unproductive","negative",1
"2087","unprofitable","negative",1
"2088","unqualified","negative",1
"2089","unquestionably","positive",1
"2090","unstable","negative",1
"2091","unsuspecting","negative",1
"2092","untouched","negative",1
"2093","unusable","negative",1
"2094","unwilling","negative",1
"2095","unyielding","negative",1
"2096","upheaval","negative",1
"2097","uphold","positive",1
"2098","uplifting","positive",1
"2099","upscale","positive",1
"2100","upsets","negative",1
"2101","upsetting","negative",1
"2102","vanity","negative",1
"2103","vexing","negative",1
"2104","viciously","negative",1
"2105","vile","negative",1
"2106","villains","negative",1
"2107","vindictiveness","negative",1
"2108","violators","negative",1
"2109","violent","negative",1
"2110","volatile","negative",1
"2111","volatility","negative",1
"2112","warmer","positive",1
"2113","warp","negative",1
"2114","weary","negative",1
"2115","wildly","negative",1
"2116","willingly","positive",1
"2117","wonderfully","positive",1
"2118","worsen","negative",1
"2119","worthy","positive",1
"2120","wrath","negative",1
"2121","wreaked","negative",1
"2122","wreck","negative",1
"2123","yawn","negative",1
"2124","yay","positive",1
