"","word","sentiment","n"
"1165","idle","negative",4
"1166","immorality","negative",4
"1167","impasse","negative",4
"1168","inadequate","negative",4
"1169","ineffective","negative",4
"1170","inefficient","negative",4
"1171","ineligible","negative",4
"1172","instantly","positive",4
"1173","instrumental","positive",4
"1174","insult","negative",4
"1175","integral","positive",4
"1176","jealous","negative",4
"1177","lags","negative",4
"1178","lengthy","negative",4
"1179","liberation","positive",4
"1180","limitations","negative",4
"1181","logical","positive",4
"1182","manipulate","negative",4
"1183","messed","negative",4
"1184","misconceptions","negative",4
"1185","mocking","negative",4
"1186","mystery","negative",4
"1187","neglect","negative",4
"1188","nicely","positive",4
"1189","noise","negative",4
"1190","offence","negative",4
"1191","oppose","negative",4
"1192","oppression","negative",4
"1193","outrageous","negative",4
"1194","paranoia","negative",4
"1195","peach","positive",4
"1196","perseverance","positive",4
"1197","phobia","negative",4
"1198","pleasant","positive",4
"1199","poignant","positive",4
"1200","prohibit","negative",4
"1201","protracted","negative",4
"1202","punish","negative",4
"1203","qualified","positive",4
"1204","rape","negative",4
"1205","refusal","negative",4
"1206","regret","negative",4
"1207","resigned","negative",4
"1208","retreat","negative",4
"1209","rogue","negative",4
"1210","rubbish","negative",4
"1211","sarcasm","negative",4
"1212","sensational","positive",4
"1213","siege","negative",4
"1214","skeptical","negative",4
"1215","soreness","negative",4
"1216","spade","negative",4
"1217","steal","negative",4
"1218","stringent","negative",4
"1219","succeed","positive",4
"1220","succeeds","positive",4
"1221","successes","positive",4
"1222","sucks","negative",4
"1223","superior","positive",4
"1224","suspicion","negative",4
"1225","sweeping","positive",4
"1226","talent","positive",4
"1227","talents","positive",4
"1228","tanks","negative",4
"1229","terrific","positive",4
"1230","tortures","negative",4
"1231","trap","negative",4
"1232","trendy","positive",4
"1233","troubling","negative",4
"1234","twisted","negative",4
"1235","ugly","negative",4
"1236","uncontrolled","negative",4
"1237","underestimate","negative",4
"1238","undermine","negative",4
"1239","unequal","negative",4
"1240","uninsured","negative",4
"1241","unparalleled","positive",4
"1242","unproven","negative",4
"1243","unreachable","negative",4
"1244","unresolved","negative",4
"1245","untouched","negative",4
"1246","valiant","positive",4
"1247","villains","negative",4
"1248","violate","negative",4
"1249","willingness","positive",4
"1250","abuses","negative",3
"1251","accolades","positive",3
"1252","accomplished","positive",3
"1253","accuse","negative",3
"1254","aches","negative",3
"1255","adjustable","positive",3
"1256","admire","positive",3
"1257","aggression","negative",3
"1258","ailing","negative",3
"1259","allergy","negative",3
"1260","amazingly","positive",3
"1261","audacity","negative",3
"1262","awe","positive",3
"1263","bastards","negative",3
"1264","beautifully","positive",3
"1265","bitch","negative",3
"1266","biting","negative",3
"1267","blatant","negative",3
"1268","blunder","negative",3
"1269","bonus","positive",3
"1270","bother","negative",3
"1271","bothered","negative",3
"1272","bravery","positive",3
"1273","breathlessness","positive",3
"1274","breeze","positive",3
"1275","brilliantly","positive",3
"1276","brutally","negative",3
"1277","bug","negative",3
"1278","bugs","negative",3
"1279","bump","negative",3
"1280","callous","negative",3
"1281","cave","negative",3
"1282","charm","positive",3
"1283","cheaper","positive",3
"1284","chill","negative",3
"1285","cleared","positive",3
"1286","commend","positive",3
"1287","complaining","negative",3
"1288","compliant","positive",3
"1289","concession","negative",3
"1290","concise","positive",3
"1291","condemns","negative",3
"1292","conflicting","negative",3
"1293","confront","negative",3
"1294","contaminated","negative",3
"1295","convenience","positive",3
"1296","convincingly","positive",3
"1297","cooperative","positive",3
"1298","craven","negative",3
"1299","creepy","negative",3
"1300","crumble","negative",3
"1301","damning","negative",3
"1302","darkness","negative",3
"1303","dawn","positive",3
"1304","defensive","negative",3
"1305","defiance","negative",3
"1306","deficiencies","negative",3
"1307","deluded","negative",3
"1308","denounce","negative",3
"1309","deplorable","negative",3
"1310","depressed","negative",3
"1311","deserving","positive",3
"1312","despise","negative",3
"1313","destiny","positive",3
"1314","dilemma","negative",3
"1315","dirt","negative",3
"1316","discredit","negative",3
"1317","discriminatory","negative",3
"1318","distressed","negative",3
"1319","disturbing","negative",3
"1320","divine","positive",3
"1321","drag","negative",3
"1322","durable","positive",3
"1323","efficacious","positive",3
"1324","egregious","negative",3
"1325","endorse","positive",3
"1326","enhances","positive",3
"1327","enjoyable","positive",3
"1328","enslave","negative",3
"1329","evade","negative",3
"1330","excellency","positive",3
"1331","excitement","positive",3
"1332","exclusion","negative",3
"1333","exorbitant","negative",3
"1334","explode","negative",3
"1335","exploitation","negative",3
"1336","fabulous","positive",3
"1337","faulty","negative",3
"1338","favorable","positive",3
"1339","fevers","negative",3
"1340","flaws","negative",3
"1341","floundering","negative",3
"1342","fond","positive",3
"1343","fondly","positive",3
"1344","forged","negative",3
"1345","frail","negative",3
"1346","freaking","negative",3
"1347","frightening","negative",3
"1348","frost","negative",3
"1349","fudge","negative",3
"1350","generously","positive",3
"1351","glorious","positive",3
"1352","greedy","negative",3
"1353","harrow","negative",3
"1354","hassle","negative",3
"1355","heavenly","positive",3
"1356","hilarious","positive",3
"1357","hinder","negative",3
"1358","honorable","positive",3
"1359","hopelessness","negative",3
"1360","hostility","negative",3
"1361","humid","negative",3
"1362","idiocy","negative",3
"1363","idol","positive",3
"1364","impoverished","negative",3
"1365","inactive","negative",3
"1366","inconsistencies","negative",3
"1367","incorrect","negative",3
"1368","inevitably","negative",3
"1369","influential","positive",3
"1370","infuriating","negative",3
"1371","instability","negative",3
"1372","interruption","negative",3
"1373","invasive","negative",3
"1374","ironic","negative",3
"1375","jam","negative",3
"1376","jeopardy","negative",3
"1377","knife","negative",3
"1378","lapses","negative",3
"1379","liable","negative",3
"1380","liars","negative",3
"1381","loyal","positive",3
"1382","lull","negative",3
"1383","lure","negative",3
"1384","massacre","negative",3
"1385","massacres","negative",3
"1386","memorable","positive",3
"1387","miracles","positive",3
"1388","mislead","negative",3
"1389","mistaken","negative",3
"1390","mistakenly","negative",3
"1391","misunderstood","negative",3
"1392","misuse","negative",3
"1393","moron","negative",3
"1394","mysterious","negative",3
"1395","naive","negative",3
"1396","needless","negative",3
"1397","needlessly","negative",3
"1398","obsessive","negative",3
"1399","opinionated","negative",3
"1400","opportunistic","negative",3
"1401","outcry","negative",3
"1402","pains","negative",3
"1403","peaceful","positive",3
"1404","penalty","negative",3
"1405","perish","negative",3
"1406","pity","negative",3
"1407","pleasurable","positive",3
"1408","plight","negative",3
"1409","posh","positive",3
"1410","praising","positive",3
"1411","precise","positive",3
"1412","problematic","negative",3
"1413","promptly","positive",3
"1414","puppet","negative",3
"1415","queer","negative",3
"1416","questionable","negative",3
"1417","quicker","positive",3
"1418","racists","negative",3
"1419","rampage","negative",3
"1420","rapt","positive",3
"1421","rebuke","negative",3
"1422","reconciliation","positive",3
"1423","redundancy","negative",3
"1424","refresh","positive",3
"1425","regression","negative",3
"1426","reject","negative",3
"1427","remarkably","positive",3
"1428","remedy","positive",3
"1429","reputable","positive",3
"1430","reputation","positive",3
"1431","revival","positive",3
"1432","revolutionize","positive",3
"1433","richer","positive",3
"1434","rocky","negative",3
"1435","saint","positive",3
"1436","satisfy","positive",3
"1437","scarcity","negative",3
"1438","scourge","negative",3
"1439","scrap","negative",3
"1440","scream","negative",3
"1441","seamless","positive",3
"1442","seriousness","negative",3
"1443","shameless","negative",3
"1444","shortcomings","negative",3
"1445","sickness","negative",3
"1446","sinister","negative",3
"1447","slap","negative",3
"1448","smarter","positive",3
"1449","smiles","positive",3
"1450","smiling","positive",3
"1451","snub","negative",3
"1452","spite","negative",3
"1453","squeaky","negative",3
"1454","stampede","negative",3
"1455","starvation","negative",3
"1456","straightforward","positive",3
"1457","straining","negative",3
"1458","stresses","negative",3
"1459","striking","positive",3
"1460","stunt","negative",3
"1461","stupidest","negative",3
"1462","subjected","negative",3
"1463","succes","positive",3
"1464","suck","negative",3
"1465","sues","negative",3
"1466","sufficiently","positive",3
"1467","suicidal","negative",3
"1468","superficial","negative",3
"1469","suspicious","negative",3
"1470","swipe","negative",3
"1471","taboo","negative",3
"1472","taxing","negative",3
"1473","terrorism","negative",3
"1474","torture","negative",3
"1475","toughest","positive",3
"1476","touts","negative",3
"1477","traction","positive",3
"1478","traumatic","negative",3
"1479","tremendously","positive",3
"1480","trick","negative",3
"1481","tricky","negative",3
"1482","triumph","positive",3
"1483","trumpet","positive",3
"1484","trustworthy","positive",3
"1485","unbiased","positive",3
"1486","uncomfortable","negative",3
"1487","unconfirmed","negative",3
"1488","understandable","positive",3
"1489","unhealthy","negative",3
"1490","unhelpful","negative",3
"1491","unleash","negative",3
"1492","unpopular","negative",3
"1493","unpredictable","negative",3
"1494","unprepared","negative",3
"1495","unravel","negative",3
"1496","unrestricted","positive",3
"1497","untested","negative",3
"1498","untrue","negative",3
"1499","unusual","negative",3
"1500","unwavering","positive",3
"1501","unwell","negative",3
"1502","uphold","positive",3
"1503","vengeance","negative",3
"1504","versatility","positive",3
"1505","vicious","negative",3
"1506","violators","negative",3
"1507","virtue","positive",3
"1508","volatility","negative",3
"1509","waning","negative",3
"1510","warmly","positive",3
"1511","wasted","negative",3
"1512","weaken","negative",3
"1513","wonders","positive",3
"1514","worthy","positive",3
"1515","wreck","negative",3
"1516","wrongly","negative",3
"1517","yay","positive",3
"1518","zeal","positive",3
"1519","abnormal","negative",2
"1520","abomination","negative",2
"1521","accidental","negative",2
"1522","accomplishments","positive",2
"1523","accusations","negative",2
"1524","accuses","negative",2
"1525","accusing","negative",2
"1526","adamant","negative",2
"1527","admiration","positive",2
"1528","adore","positive",2
"1529","adored","positive",2
"1530","advocated","positive",2
"1531","affable","positive",2
"1532","amazes","positive",2
"1533","ambiguous","negative",2
"1534","ambivalent","negative",2
"1535","annoying","negative",2
"1536","apocalypse","negative",2
"1537","appalled","negative",2
"1538","appreciates","positive",2
"1539","arbitrary","negative",2
"1540","assuring","positive",2
"1541","astounding","positive",2
"1542","attractive","positive",2
"1543","barbarian","negative",2
"1544","bastard","negative",2
"1545","bent","negative",2
"1546","bigotry","negative",2
"1547","bitter","negative",2
"1548","bleed","negative",2
"1549","bliss","positive",2
"1550","blunt","negative",2
"1551","bore","negative",2
"1552","boredom","negative",2
"1553","bothers","negative",2
"1554","bribery","negative",2
"1555","brighten","positive",2
"1556","buckle","negative",2
"1557","burned","negative",2
"1558","busts","negative",2
"1559","buzzing","negative",2
"1560","catastrophes","negative",2
"1561","cautionary","negative",2
"1562","champ","positive",2
"1563","cheated","negative",2
"1564","cheater","negative",2
"1565","coercion","negative",2
"1566","coercive","negative",2
"1567","comfy","positive",2
"1568","compact","positive",2
"1569","complains","negative",2
"1570","compulsion","negative",2
"1571","condemn","negative",2
"1572","confounding","negative",2
"1573","conspiracies","negative",2
"1574","courageously","positive",2
"1575","covenant","positive",2
"1576","credence","positive",2
"1577","crippled","negative",2
"1578","critic","negative",2
"1579","criticisms","negative",2
"1580","crooks","negative",2
"1581","crude","negative",2
"1582","cruelly","negative",2
"1583","crumbling","negative",2
"1584","cunts","negative",2
"1585","curse","negative",2
"1586","cynical","negative",2
"1587","darker","negative",2
"1588","debilitating","negative",2
"1589","decay","negative",2
"1590","defeats","positive",2
"1591","defy","negative",2
"1592","delicate","positive",2
"1593","delinquency","negative",2
"1594","delirium","negative",2
"1595","delusional","negative",2
"1596","dependable","positive",2
"1597","desperation","negative",2
"1598","deviation","negative",2
"1599","din","negative",2
"1600","disable","negative",2
"1601","disadvantage","negative",2
"1602","disadvantages","negative",2
"1603","disagrees","negative",2
"1604","discomfort","negative",2
"1605","discord","negative",2
"1606","discouraging","negative",2
"1607","disgusted","negative",2
"1608","dishonesty","negative",2
"1609","disillusionment","negative",2
"1610","disingenuous","negative",2
"1611","dislike","negative",2
"1612","dismal","negative",2
"1613","disregard","negative",2
"1614","disruptive","negative",2
"1615","dissent","negative",2
"1616","distinguished","positive",2
"1617","distorted","negative",2
"1618","distract","negative",2
"1619","distrust","negative",2
"1620","divisive","negative",2
"1621","dragging","negative",2
"1622","drained","negative",2
"1623","dread","negative",2
"1624","dreadful","negative",2
"1625","egregiously","negative",2
"1626","eminent","positive",2
"1627","emptiness","negative",2
"1628","endanger","negative",2
"1629","enlighten","positive",2
"1630","entice","positive",2
"1631","envy","positive",2
"1632","erroneous","negative",2
"1633","errors","negative",2
"1634","exceeding","positive",2
"1635","excuses","negative",2
"1636","exemplary","positive",2
"1637","exhaust","negative",2
"1638","exhaustion","negative",2
"1639","extortion","negative",2
"1640","fairness","positive",2
"1641","fame","positive",2
"1642","fatigued","negative",2
"1643","fatty","negative",2
"1644","fearful","negative",2
"1645","festive","positive",2
"1646","fictional","negative",2
"1647","flare","negative",2
"1648","foolish","negative",2
"1649","foolishly","negative",2
"1650","foresight","positive",2
"1651","formidable","positive",2
"1652","foul","negative",2
"1653","fraught","negative",2
"1654","freak","negative",2
"1655","fret","negative",2
"1656","frustrations","negative",2
"1657","fulfillment","positive",2
"1658","generosity","positive",2
"1659","grind","negative",2
"1660","gutless","negative",2
"1661","hacks","negative",2
"1662","hallmark","positive",2
"1663","hampered","negative",2
"1664","haters","negative",2
"1665","hating","negative",2
"1666","haunt","negative",2
"1667","hazard","negative",2
"1668","hazardous","negative",2
"1669","heartwarming","positive",2
"1670","hefty","negative",2
"1671","horde","negative",2
"1672","humane","positive",2
"1673","humiliating","negative",2
"1674","hung","negative",2
"1675","hurts","negative",2
"1676","hypocritical","negative",2
"1677","hysteria","negative",2
"1678","hysterical","negative",2
"1679","ideally","positive",2
"1680","idiotic","negative",2
"1681","illegally","negative",2
"1682","illiterate","negative",2
"1683","illuminati","positive",2
"1684","illusions","negative",2
"1685","imbalance","negative",2
"1686","immense","positive",2
"1687","imprisonment","negative",2
"1688","inappropriate","negative",2
"1689","inculcate","negative",2
"1690","indulge","negative",2
"1691","inequitable","negative",2
"1692","inescapable","negative",2
"1693","inexcusable","negative",2
"1694","inexorably","negative",2
"1695","infamous","negative",2
"1696","infiltrator","negative",2
"1697","inhumane","negative",2
"1698","insensitive","negative",2
"1699","insufficient","negative",2
"1700","insulting","negative",2
"1701","interfere","negative",2
"1702","interrupt","negative",2
"1703","intriguing","positive",2
"1704","intuitive","positive",2
"1705","invaluable","positive",2
"1706","ire","negative",2
"1707","ironically","negative",2
"1708","irrelevant","negative",2
"1709","irreparable","negative",2
"1710","irreversible","negative",2
"1711","irritation","negative",2
"1712","joker","negative",2
"1713","jolly","positive",2
"1714","junk","negative",2
"1715","lacked","negative",2
"1716","lacks","negative",2
"1717","lame","negative",2
"1718","leaks","negative",2
"1719","lean","positive",2
"1720","lemon","negative",2
"1721","lethargic","negative",2
"1722","lighter","positive",2
"1723","lone","negative",2
"1724","loser","negative",2
"1725","loyalty","positive",2
"1726","luckiest","positive",2
"1727","lucrative","positive",2
"1728","ludicrous","negative",2
"1729","luxurious","positive",2
"1730","magnificence","positive",2
"1731","majesty","positive",2
"1732","malaise","negative",2
"1733","marginal","negative",2
"1734","marvellous","positive",2
"1735","marvelous","positive",2
"1736","masterpiece","positive",2
"1737","mature","positive",2
"1738","meaningless","negative",2
"1739","melancholy","negative",2
"1740","mindless","negative",2
"1741","miraculous","positive",2
"1742","misinformed","negative",2
"1743","misunderstanding","negative",2
"1744","monumental","positive",2
"1745","morality","positive",2
"1746","moronic","negative",2
"1747","mourn","negative",2
"1748","mysteriously","negative",2
"1749","nefarious","negative",2
"1750","numb","negative",2
"1751","objectionable","negative",2
"1752","obnoxious","negative",2
"1753","offensive","negative",2
"1754","onslaught","negative",2
"1755","opponent","negative",2
"1756","oppress","negative",2
"1757","outperform","positive",2
"1758","outraged","negative",2
"1759","overdo","negative",2
"1760","overturn","negative",2
"1761","painfully","negative",2
"1762","panicked","negative",2
"1763","panicking","negative",2
"1764","paralyzed","negative",2
"1765","parasite","negative",2
"1766","passionately","positive",2
"1767","passive","negative",2
"1768","peeve","negative",2
"1769","perfection","positive",2
"1770","peril","negative",2
"1771","perplexed","negative",2
"1772","persevere","positive",2
"1773","petty","negative",2
"1774","pig","negative",2
"1775","pigs","negative",2
"1776","pleas","negative",2
"1777","pointless","negative",2
"1778","polite","positive",2
"1779","polluters","negative",2
"1780","praiseworthy","positive",2
"1781","precarious","negative",2
"1782","preferably","positive",2
"1783","prisoner","negative",2
"1784","procrastination","negative",2
"1785","profound","positive",2
"1786","proprietary","negative",2
"1787","prosecute","negative",2
"1788","prosperity","positive",2
"1789","prosperous","positive",2
"1790","protested","negative",2
"1791","provoke","negative",2
"1792","prudent","positive",2
"1793","puppets","negative",2
"1794","reassurance","positive",2
"1795","reassure","positive",2
"1796","receptive","positive",2
"1797","recklessness","negative",2
"1798","refunded","positive",2
"1799","refutes","negative",2
"1800","regrettably","negative",2
"1801","relapse","negative",2
"1802","relentlessly","negative",2
"1803","reluctance","negative",2
"1804","repetitive","negative",2
"1805","resounding","positive",2
"1806","respectfully","positive",2
"1807","respite","positive",2
"1808","revelation","positive",2
"1809","revolutionary","positive",2
"1810","rhetoric","negative",2
"1811","ridiculously","negative",2
"1812","rife","negative",2
"1813","rigid","negative",2
"1814","ruining","negative",2
"1815","ruins","negative",2
"1816","sack","negative",2
"1817","savaged","negative",2
"1818","scar","negative",2
"1819","scariest","negative",2
"1820","scorching","negative",2
"1821","screwed","negative",2
"1822","selective","positive",2
"1823","senseless","negative",2
"1824","shaky","negative",2
"1825","shallow","negative",2
"1826","sham","negative",2
"1827","shamelessly","negative",2
"1828","shoddy","negative",2
"1829","shunned","negative",2
"1830","simplifying","positive",2
"1831","skittish","negative",2
"1832","slaughtered","negative",2
"1833","sluggish","negative",2
"1834","smartest","positive",2
"1835","smear","negative",2
"1836","smells","negative",2
"1837","smokescreen","negative",2
"1838","snag","negative",2
"1839","solace","positive",2
"1840","spewing","negative",2
"1841","spews","negative",2
"1842","spirited","positive",2
"1843","spoiled","negative",2
"1844","stab","negative",2
"1845","stalls","negative",2
"1846","startling","negative",2
"1847","static","negative",2
"1848","sticky","negative",2
"1849","stifle","negative",2
"1850","stormy","negative",2
"1851","stranger","negative",2
"1852","streamlined","positive",2
"1853","strenuous","negative",2
"1854","stupendous","positive",2
"1855","sucked","negative",2
"1856","sued","negative",2
"1857","suffers","negative",2
"1858","suffice","positive",2
"1859","superstition","negative",2
"1860","supporter","positive",2
"1861","swagger","negative",2
"1862","swelling","negative",2
"1863","tarnished","negative",2
"1864","tender","positive",2
"1865","tense","negative",2
"1866","thug","negative",2
"1867","togetherness","positive",2
"1868","torturing","negative",2
"1869","tranquility","positive",2
"1870","trashed","negative",2
"1871","treacherous","negative",2
"1872","troubled","negative",2
"1873","tumble","negative",2
"1874","turbulent","negative",2
"1875","twist","negative",2
"1876","tyrant","negative",2
"1877","unaffected","positive",2
"1878","unbearable","negative",2
"1879","unclean","negative",2
"1880","unconstitutional","negative",2
"1881","underpaid","negative",2
"1882","undue","negative",2
"1883","unfounded","negative",2
"1884","unjust","negative",2
"1885","unlawfully","negative",2
"1886","unrest","negative",2
"1887","unstable","negative",2
"1888","unsure","negative",2
"1889","unusually","negative",2
"1890","unwanted","negative",2
"1891","unwilling","negative",2
"1892","unwise","negative",2
"1893","upbeat","positive",2
"1894","upgraded","positive",2
"1895","vain","negative",2
"1896","versatile","positive",2
"1897","victorious","positive",2
"1898","vivid","positive",2
"1899","volatile","negative",2
"1900","warmer","positive",2
"1901","warmth","positive",2
"1902","weary","negative",2
"1903","weep","negative",2
"1904","whining","negative",2
"1905","wildly","negative",2
"1906","wonderfully","positive",2
"1907","woo","positive",2
"1908","worthless","negative",2
"1909","wrath","negative",2
"1910","wreaks","negative",2
"1911","zombie","negative",2
"1912","abolish","negative",1
"1913","abounds","positive",1
"1914","abused","negative",1
"1915","abyss","negative",1
"1916","acclaimed","positive",1
"1917","accolade","positive",1
"1918","accomplish","positive",1
"1919","accusation","negative",1
"1920","achievable","positive",1
"1921","acumen","positive",1
"1922","adaptable","positive",1
"1923","addict","negative",1
"1924","addicts","negative",1
"1925","admirable","positive",1
"1926","admirably","positive",1
"1927","adorable","positive",1
"1928","affinity","positive",1
"1929","affirmation","positive",1
"1930","aggravating","negative",1
"1931","aghast","negative",1
"1932","agonizing","negative",1
"1933","aimless","negative",1
"1934","alarmingly","negative",1
"1935","alienated","negative",1
"1936","allege","negative",1
"1937","altruistic","positive",1
"1938","amazed","positive",1
"1939","amply","positive",1
"1940","amusing","positive",1
"1941","angel","positive",1
"1942","anguish","negative",1
"1943","annihilate","negative",1
"1944","annoyed","negative",1
"1945","anomaly","negative",1
"1946","antagonist","negative",1
"1947","antagonistic","negative",1
"1948","anxiously","negative",1
"1949","apathy","negative",1
"1950","appealing","positive",1
"1951","appreciable","positive",1
"1952","apprehensive","negative",1
"1953","arduous","negative",1
"1954","arrogantly","negative",1
"1955","articulate","positive",1
"1956","asinine","negative",1
"1957","aspiration","positive",1
"1958","aspirations","positive",1
"1959","astonishingly","positive",1
"1960","atrocity","negative",1
"1961","audaciously","negative",1
"1962","authentic","positive",1
"1963","autonomous","positive",1
"1964","avalanche","negative",1
"1965","avenge","negative",1
"1966","averse","negative",1
"1967","awkward","negative",1
"1968","awkwardness","negative",1
"1969","ax","negative",1
"1970","backache","negative",1
"1971","backward","negative",1
"1972","baffling","negative",1
"1973","bane","negative",1
"1974","bankrupt","negative",1
"1975","barbaric","negative",1
"1976","barren","negative",1
"1977","baseless","negative",1
"1978","battering","negative",1
"1979","bearish","negative",1
"1980","belated","negative",1
"1981","believable","positive",1
"1982","beneficiary","positive",1
"1983","benevolent","positive",1
"1984","betrayal","negative",1
"1985","betraying","negative",1
"1986","betrays","negative",1
"1987","biases","negative",1
"1988","bickering","negative",1
"1989","bitterly","negative",1
"1990","bitterness","negative",1
"1991","blameless","positive",1
"1992","bland","negative",1
"1993","blasphemy","negative",1
"1994","blockage","negative",1
"1995","blockbuster","positive",1
"1996","blunders","negative",1
"1997","blurred","negative",1
"1998","blurring","negative",1
"1999","bombard","negative",1
"2000","bonkers","negative",1
"2001","booming","positive",1
"2002","botch","negative",1
"2003","breathtaking","positive",1
"2004","bruised","negative",1
"2005","brutalities","negative",1
"2006","brutalizing","negative",1
"2007","bullies","negative",1
"2008","bullish","positive",1
"2009","bully","negative",1
"2010","bumped","negative",1
"2011","bumps","negative",1
"2012","burdensome","negative",1
"2013","calamity","negative",1
"2014","calmness","positive",1
"2015","capitulate","negative",1
"2016","carefree","positive",1
"2017","carp","negative",1
"2018","catchy","positive",1
"2019","chaotic","negative",1
"2020","charismatic","positive",1
"2021","charitable","positive",1
"2022","charming","positive",1
"2023","chastise","negative",1
"2024","chatter","negative",1
"2025","cheapest","positive",1
"2026","cheaply","negative",1
"2027","cheat","negative",1
"2028","cheats","negative",1
"2029","choke","negative",1
"2030","clash","negative",1
"2031","clears","positive",1
"2032","clever","positive",1
"2033","clique","negative",1
"2034","clog","negative",1
"2035","clogged","negative",1
"2036","coerce","negative",1
"2037","coherence","positive",1
"2038","collude","negative",1
"2039","collusion","negative",1
"2040","comfortably","positive",1
"2041","commotion","negative",1
"2042","complaints","negative",1
"2043","complementary","positive",1
"2044","complicit","negative",1
"2045","compliment","positive",1
"2046","compulsive","negative",1
"2047","conceded","negative",1
"2048","confess","negative",1
"2049","conflicted","negative",1
"2050","confusions","negative",1
"2051","congested","negative",1
"2052","congratulation","positive",1
"2053","considerate","positive",1
"2054","conspicuous","negative",1
"2055","conspiratorial","negative",1
"2056","consternation","negative",1
"2057","constructive","positive",1
"2058","consummate","positive",1
"2059","contradict","negative",1
"2060","contradiction","negative",1
"2061","contradictory","negative",1
"2062","contrived","negative",1
"2063","conveniently","positive",1
"2064","convoluted","negative",1
"2065","corrupted","negative",1
"2066","coward","negative",1
"2067","cracks","negative",1
"2068","crashing","negative",1
"2069","craziness","negative",1
"2070","creep","negative",1
"2071","creeping","negative",1
"2072","crept","negative",1
"2073","crisp","positive",1
"2074","criticized","negative",1
"2075","critics","negative",1
"2076","crook","negative",1
"2077","crooked","negative",1
"2078","culpable","negative",1
"2079","cuteness","positive",1
"2080","cynicism","negative",1
"2081","damnation","negative",1
"2082","daring","positive",1
"2083","dastardly","negative",1
"2084","daunting","negative",1
"2085","dazed","negative",1
"2086","deadlock","negative",1
"2087","dearth","negative",1
"2088","deceitful","negative",1
"2089","defame","negative",1
"2090","defect","negative",1
"2091","defects","negative",1
"2092","defender","positive",1
"2093","defiant","negative",1
"2094","deft","positive",1
"2095","defunct","negative",1
"2096","degeneration","negative",1
"2097","dehumanize","negative",1
"2098","delight","positive",1
"2099","delightful","positive",1
"2100","delusions","negative",1
"2101","demeaning","negative",1
"2102","demon","negative",1
"2103","demonized","negative",1
"2104","dense","negative",1
"2105","dent","negative",1
"2106","dented","negative",1
"2107","depraved","negative",1
"2108","desert","negative",1
"2109","destructive","negative",1
"2110","deteriorate","negative",1
"2111","detest","negative",1
"2112","detestable","negative",1
"2113","deviate","negative",1
"2114","dignify","positive",1
"2115","dim","negative",1
"2116","ding","negative",1
"2117","dings","negative",1
"2118","direly","negative",1
"2119","disagreement","negative",1
"2120","disappointingly","negative",1
"2121","disapproval","negative",1
"2122","disarm","negative",1
"2123","disarray","negative",1
"2124","disbelief","negative",1
"2125","disconcerting","negative",1
"2126","discontent","negative",1
"2127","discourage","negative",1
"2128","discouragement","negative",1
"2129","disdain","negative",1
"2130","disgracefully","negative",1
"2131","disgust","negative",1
"2132","dishonest","negative",1
"2133","disintegration","negative",1
"2134","dismay","negative",1
"2135","dismayed","negative",1
"2136","disobedience","negative",1
"2137","displace","negative",1
"2138","disrespectful","negative",1
"2139","dissatisfied","negative",1
"2140","disservice","negative",1
"2141","dissidents","negative",1
"2142","dissing","negative",1
"2143","distinction","positive",1
"2144","distinctive","positive",1
"2145","distorts","negative",1
"2146","distrusting","negative",1
"2147","disturbance","negative",1
"2148","divergent","negative",1
"2149","doomsday","negative",1
"2150","doubtful","negative",1
"2151","doubtless","positive",1
"2152","downer","negative",1
"2153","downgrade","negative",1
"2154","downhill","negative",1
"2155","downturn","negative",1
"2156","downturns","negative",1
"2157","drags","negative",1
"2158","drain","negative",1
"2159","draining","negative",1
"2160","drips","negative",1
"2161","drowning","negative",1
"2162","drunken","negative",1
"2163","dumbfounded","positive",1
"2164","dump","negative",1
"2165","dungeon","negative",1
"2166","dusty","negative",1
"2167","eagerly","positive",1
"2168","earnest","positive",1
"2169","effortlessly","positive",1
"2170","egocentric","negative",1
"2171","eloquently","positive",1
"2172","embarrassment","negative",1
"2173","embroiled","negative",1
"2174","encouragement","positive",1
"2175","encouragingly","positive",1
"2176","endearing","positive",1
"2177","endorsed","positive",1
"2178","endorsement","positive",1
"2179","endorsing","positive",1
"2180","energetic","positive",1
"2181","energize","positive",1
"2182","engulf","negative",1
"2183","enjoyment","positive",1
"2184","enjoys","positive",1
"2185","enrich","positive",1
"2186","enrichment","positive",1
"2187","enterprising","positive",1
"2188","envious","negative",1
"2189","envious","positive",1
"2190","erase","negative",1
"2191","erosion","negative",1
"2192","erratic","negative",1
"2193","evasion","negative",1
"2194","exaggeration","negative",1
"2195","excel","positive",1
"2196","exceptionally","positive",1
"2197","excruciating","negative",1
"2198","exhilarating","positive",1
"2199","exile","negative",1
"2200","expertly","positive",1
"2201","explosive","negative",1
"2202","extermination","negative",1
"2203","extraordinarily","positive",1
"2204","extremism","negative",1
"2205","extremists","negative",1
"2206","faint","negative",1
"2207","fallacies","negative",1
"2208","fallacious","negative",1
"2209","fallacy","negative",1
"2210","famed","positive",1
"2211","famously","positive",1
"2212","fanatics","negative",1
"2213","farcical","negative",1
"2214","fashionable","positive",1
"2215","fave","positive",1
"2216","feasible","positive",1
"2217","felicity","positive",1
"2218","feverish","negative",1
"2219","fiasco","negative",1
"2220","fidget","negative",1
"2221","flabbergasted","negative",1
"2222","flagrant","negative",1
"2223","flaw","negative",1
